Date,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Punishment,No of days,Count,Sum
Q1,Local,Holme House,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,1,21
Q1,Local,Holme House,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,21,1,21
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,7,4,28
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Others,.,1,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,10,1,10
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,10,1,10
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Caution,.,1,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Others,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,10,2,20
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,14,3,42
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,21,1,21
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,10,2,20
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,5,70
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,10,2,20
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,14,5,70
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Cellular Confinement,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Forfeiture of Privileges,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Forfeiture of Privileges,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Stoppage of earnings,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Stoppage of earnings,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Others,.,4,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,e Buddhist,Unauthorised transactions,Drug related offence,Others,.,1,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,10,1,10
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,14,3,42
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Others,.,1,0
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,5,1,5
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,10,1,10
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,21,1,21
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Obstructs an officer executing his duty,Cellular Confinement,3,1,3
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Obstructs an officer executing his duty,Forfeiture of Privileges,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Obstructs an officer executing his duty,Forfeiture of Privileges,14,1,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Other offences,Obstructs an officer executing his duty,Stoppage of earnings,7,1,7
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Cellular Confinement,7,2,14
Q1,Local,Holme House,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,21,2,42
